Year,Category,Nominee,Additional Info,Won?
1989 (62nd),Actor -- Supporting Role,Dan Aykroyd,Driving Miss Daisy {'Boolie Werthan'},FALSE
1989 (62nd),Actor -- Supporting Role,Marlon Brando,A Dry White Season {'McKenzie'},FALSE
1989 (62nd),Actor -- Supporting Role,Martin Landau,Crimes and Misdemeanors {'Judah Rosenthal'},FALSE
1989 (62nd),Actor -- Supporting Role,Denzel Washington,Glory {'Trip'},TRUE
1989 (62nd),Actress -- Leading Role,Isabelle Adjani,Camille Claudel {'Camille Claudel'},FALSE
1989 (62nd),Actress -- Leading Role,Pauline Collins,Shirley Valentine {'Shirley Valentine'},FALSE
1989 (62nd),Actress -- Leading Role,Jessica Lange,Music Box {'Ann Talbot'},FALSE
1989 (62nd),Actress -- Leading Role,Michelle Pfeiffer,The Fabulous Baker Boys {'Susie Diamond'},FALSE
1989 (62nd),Actress -- Leading Role,Jessica Tandy,Driving Miss Daisy {'Daisy Werthan'},TRUE
1989 (62nd),Actress -- Supporting Role,Brenda Fricker,My Left Foot {'Mrs. Brown'},TRUE
1989 (62nd),Actress -- Supporting Role,Anjelica Huston,Enemies, A Love Story {'Tamara'}
1989 (62nd),Actress -- Supporting Role,Lena Olin,Enemies, A Love Story {'Masha'}
1989 (62nd),Actress -- Supporting Role,Julia Roberts,Steel Magnolias {'Shelby Eatenton'},FALSE
1989 (62nd),Actress -- Supporting Role,Dianne Wiest,Parenthood {'Helen'},FALSE
1989 (62nd),Art Direction,The Abyss,Art Direction: Leslie Dilley; Set Decoration: Anne Kuljian,FALSE
1989 (62nd),Art Direction,The Adventures of Baron Munchausen,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,FALSE
1989 (62nd),Art Direction,Batman,Art Direction: Anton Furst; Set Decoration: Peter Young,TRUE
1989 (62nd),Art Direction,Driving Miss Daisy,Art Direction: Bruno Rubeo; Set Decoration: Crispian Sallis,FALSE
1989 (62nd),Art Direction,Glory,Art Direction: Norman Garwood; Set Decoration: Garrett Lewis,FALSE
1989 (62nd),Cinematography,The Abyss,Mikael Salomon,FALSE
1989 (62nd),Cinematography,Blaze,Haskell Wexler,FALSE
1989 (62nd),Cinematography,Born on the Fourth of July,Robert Richardson,FALSE
1989 (62nd),Cinematography,The Fabulous Baker Boys,Michael Ballhaus,FALSE
1989 (62nd),Cinematography,Glory,Freddie Francis,TRUE
1989 (62nd),Costume Design,The Adventures of Baron Munchausen,Gabriella Pescucci,FALSE
1989 (62nd),Costume Design,Driving Miss Daisy,Elizabeth McBride,FALSE
1989 (62nd),Costume Design,Harlem Nights,Joe I. Tompkins,FALSE
1989 (62nd),Costume Design,Henry V,Phyllis Dalton,TRUE
1989 (62nd),Costume Design,Valmont,Theodor Pistek,FALSE
1989 (62nd),Directing,Born on the Fourth of July,Oliver Stone,TRUE
1989 (62nd),Directing,Crimes and Misdemeanors,Woody Allen,FALSE
1989 (62nd),Directing,Dead Poets Society,Peter Weir,FALSE
1989 (62nd),Directing,Henry V,Kenneth Branagh,FALSE
1989 (62nd),Directing,My Left Foot,Jim Sheridan,FALSE
1989 (62nd),Documentary (Feature),Adam Clayton Powell,Richard Killberg and Yvonne Smith, Producers
1989 (62nd),Documentary (Feature),Common Threads: Stories from the Quilt,Robert Epstein and Bill Couturie, Producers
1989 (62nd),Documentary (Feature),Crack USA: County under Siege,Vince DiPersio and William Guttentag, Producers
1989 (62nd),Documentary (Feature),For All Mankind,Al Reinert and Betsy Broyles Breier, Producers
1989 (62nd),Documentary (Feature),Super Chief: The Life and Legacy of Earl Warren,Judith Leonard and Bill Jersey, Producers
1989 (62nd),Documentary (Short Subject),Fine Food, Fine Pastries, Open 6 to 9
1989 (62nd),Documentary (Short Subject),The Johnstown Flood,Charles Guggenheim, Producer
1989 (62nd),Documentary (Short Subject),Yad Vashem: Preserving the Past to Ensure the Future,Ray Errol Fox, Producer
1989 (62nd),Film Editing,The Bear,Noelle Boisson,FALSE
1989 (62nd),Film Editing,Born on the Fourth of July,David Brenner, Joe Hutshing
1989 (62nd),Film Editing,Driving Miss Daisy,Mark Warner,FALSE
1989 (62nd),Film Editing,The Fabulous Baker Boys,William Steinkamp,FALSE
1989 (62nd),Film Editing,Glory,Steven Rosenblum,FALSE
1989 (62nd),Foreign Language Film,Camille Claudel,France,FALSE
1989 (62nd),Foreign Language Film,Cinema Paradiso,Italy,TRUE
1989 (62nd),Foreign Language Film,Jesus of Montreal,Canada,FALSE
1989 (62nd),Foreign Language Film,Waltzing Regitze,Denmark,FALSE
1989 (62nd),Foreign Language Film,What Happened to Santiago,Puerto Rico,FALSE
1989 (62nd),Makeup,The Adventures of Baron Munchausen,Maggie Weston, Fabrizio Sforza
1989 (62nd),Makeup,Dad,Dick Smith, Ken Diaz
1989 (62nd),Makeup,Driving Miss Daisy,Manlio Rocchetti, Lynn Barber
1989 (62nd),Music (Scoring),Born on the Fourth of July,John Williams,FALSE
1989 (62nd),Music (Scoring),The Fabulous Baker Boys,David Grusin,FALSE
1989 (62nd),Music (Scoring),Field of Dreams,James Horner,FALSE
1989 (62nd),Music (Scoring),Indiana Jones and the Last Crusade,John Williams,FALSE
1989 (62nd),Music (Scoring),The Little Mermaid,Alan Menken,TRUE
1989 (62nd),Music (Song),Chances Are,Music by Tom Snow; Lyric by Dean Pitchford,FALSE
1989 (62nd),Music (Song),Shirley Valentine,Music by Marvin Hamlisch; Lyric by Alan Bergman and Marilyn Bergman,FALSE
1989 (62nd),Music (Song),Parenthood,Music and Lyric by Randy Newman,FALSE
1989 (62nd),Music (Song),The Little Mermaid,Music by Alan Menken; Lyric by Howard Ashman,FALSE
1989 (62nd),Music (Song),The Little Mermaid,Music by Alan Menken; Lyric by Howard Ashman,TRUE
1989 (62nd),Best Picture,Born on the Fourth of July,A. Kitman Ho and Oliver Stone, Producers
1989 (62nd),Best Picture,Dead Poets Society,Steven Haft, Paul Junger Witt and Tony Thomas
1989 (62nd),Best Picture,Driving Miss Daisy,Richard D. Zanuck and Lili Fini Zanuck, Producers
1989 (62nd),Best Picture,Field of Dreams,Lawrence Gordon and Charles Gordon, Producers
1989 (62nd),Best Picture,My Left Foot,Noel Pearson, Producer
1989 (62nd),Short Film (Animated),Balance,Christoph Lauenstein, Wolfgang Lauenstein
1989 (62nd),Short Film (Animated),The Cow,Alexander Petrov,FALSE
1989 (62nd),Short Film (Animated),The Hill Farm,Mark Baker,FALSE
1989 (62nd),Short Film (Live Action),Amazon Diary,Robert Nixon,FALSE
1989 (62nd),Short Film (Live Action),The Childeater,Jonathan Tammuz,FALSE
1989 (62nd),Short Film (Live Action),Work Experience,James Hendrie,TRUE
1989 (62nd),Sound,The Abyss,Don Bassman, Kevin F. Cleary
1989 (62nd),Sound,Black Rain,Donald O. Mitchell, Kevin O'Connell
1989 (62nd),Sound,Born on the Fourth of July,Michael Minkler, Gregory H. Watkins
1989 (62nd),Sound,Glory,Donald O. Mitchell, Gregg C. Rudloff
1989 (62nd),Sound,Indiana Jones and the Last Crusade,Ben Burtt, Gary Summers
1989 (62nd),Sound Editing,Black Rain,Milton C. Burrow, William L. Manger
1989 (62nd),Sound Editing,Indiana Jones and the Last Crusade,Ben Burtt, Richard Hymns
1989 (62nd),Sound Editing,Lethal Weapon 2,Robert Henderson, Alan Robert Murray
1989 (62nd),Visual Effects,The Abyss,John Bruno, Dennis Muren
1989 (62nd),Visual Effects,The Adventures of Baron Munchausen,Richard Conway, Kent Houston
1989 (62nd),Visual Effects,Back to the Future Part II,Ken Ralston, Michael Lantieri
1989 (62nd),Writing,Born on the Fourth of July,Oliver Stone, Ron Kovic
1989 (62nd),Writing,Driving Miss Daisy,Alfred Uhry,TRUE
1989 (62nd),Writing,Enemies, A Love Story,Roger L. Simon
1989 (62nd),Writing,Field of Dreams,Phil Alden Robinson,FALSE
1989 (62nd),Writing,My Left Foot,Jim Sheridan, Shane Connaughton
1989 (62nd),Writing,Crimes and Misdemeanors,Woody Allen,FALSE
1989 (62nd),Writing,Dead Poets Society,Tom Schulman,TRUE
1989 (62nd),Writing,Do the Right Thing,Spike Lee,FALSE
1989 (62nd),Writing,sex, lies, and videotape
1989 (62nd),Writing,When Harry Met Sally...,Nora Ephron,FALSE
1989 (62nd),Honorary Award,To Akira Kurosawa for accomplishments that have inspired, delighted, enriched and entertained audiences and influenced filmmakers throughout the world.
1989 (62nd),Jean Hersholt Humanitarian Award,Howard W. Koch,,TRUE
1989 (62nd),Scientific and Technical (Scientific and Engineering Award),To JAMES KETCHAM of JSK Engineering, for the excellence in engineering and the broad adaptability of the SDA521B Advance/Retard system for magnetic film sound dubbing. [Sound],
1989 (62nd),Scientific and Technical (Scientific and Engineering Award),To J. NOXON LEAVITT, for the invention of, and ISTEC
1989 (62nd),Scientific and Technical (Scientific and Engineering Award),To GEOFFREY H. WILLIAMSON of Wilcam Photo Research, Incorporated, for the design and development
1989 (62nd),Scientific and Technical (Scientific and Engineering Award),To J. L. FISHER of J. L. Fisher, Incorporated, for the design and manufacture of a small
1989 (62nd),Scientific and Technical (Scientific and Engineering Award),To KLAUS RESCH for the design, ERICH FITZ and FGV SCHMIDLE & FITZ for the development of the Super Panther MS-180 Camera Dolly. [Camera Cranes],
1989 (62nd),Scientific and Technical (Technical Achievement Award),To DR. LEO CATOZZO for the design and development of the CIR-Catozzo Self-Perforating Adhesive Tape Film Splicer. [Editorial],,TRUE
1989 (62nd),Scientific and Technical (Technical Achievement Award),To MAGNA-TECH ELECTRONIC COMPANY for the introduction of the first remotely controlled Advance/Retard function for magnetic film sound dubbing. [Sound],,TRUE
1989 (62nd),Scientific and Technical (Gordon E. Sawyer Award),Pierre Angenieux,,TRUE
1989 (62nd),Scientific and Technical (Special Awards),The Academy of Motion Picture Arts and Sciences' Board of Governors commends the contributions of the members of the engineering committees of the Society of Motion Picture and Television Engineers (SMPTE). By establishing industry standards, they have greatly contributed to making film a primary form of international communication.,
1988 (61st),Actor -- Leading Role,Gene Hackman,Mississippi Burning {'Anderson'},FALSE
1988 (61st),Actor -- Leading Role,Tom Hanks,Big {'Josh'},FALSE
1988 (61st),Actor -- Leading Role,Dustin Hoffman,Rain Man {'Raymond Babbitt'},TRUE
1988 (61st),Actor -- Leading Role,Edward James Olmos,Stand and Deliver {'Jaime Escalante'},FALSE
1988 (61st),Actor -- Leading Role,Max Von Sydow,Pelle the Conqueror {'Lasse Karlsson'},FALSE
1988 (61st),Actor -- Supporting Role,Alec Guinness,Little Dorrit {'William Dorrit'},FALSE
1988 (61st),Actor -- Supporting Role,Kevin Kline,A Fish Called Wanda {'Otto'},TRUE
1988 (61st),Actor -- Supporting Role,Martin Landau,Tucker The Man and His Dream {'Abe'},FALSE
1988 (61st),Actor -- Supporting Role,River Phoenix,Running on Empty {'Danny Pope'},FALSE
1988 (61st),Actor -- Supporting Role,Dean Stockwell,Married to the Mob {'Tony 'the Tiger' Russo'},FALSE
1988 (61st),Actress -- Leading Role,Glenn Close,Dangerous Liaisons {'Marquise de Merteuil'},FALSE
1988 (61st),Actress -- Leading Role,Jodie Foster,The Accused {'Sarah Tobias'},TRUE
1988 (61st),Actress -- Leading Role,Melanie Griffith,Working Girl {'Tess McGill'},FALSE
1988 (61st),Actress -- Leading Role,Meryl Streep,A Cry in the Dark {'Lindy'},FALSE
1988 (61st),Actress -- Leading Role,Sigourney Weaver,Gorillas in the Mist {'Dian Fossey'},FALSE
1988 (61st),Actress -- Supporting Role,Joan Cusack,Working Girl {'Cyn'},FALSE
1988 (61st),Actress -- Supporting Role,Geena Davis,The Accidental Tourist {'Muriel'},TRUE
1988 (61st),Actress -- Supporting Role,Frances McDormand,Mississippi Burning {'Mrs. Pell'},FALSE
1988 (61st),Actress -- Supporting Role,Michelle Pfeiffer,Dangerous Liaisons {'Madame de Tourvel'},FALSE
1988 (61st),Actress -- Supporting Role,Sigourney Weaver,Working Girl {'Katharine Parker'},FALSE
1988 (61st),Animated Feature Film,To Richard Williams for the animation direction of Who Framed Roger Rabbit.,,TRUE
1988 (61st),Art Direction,Beaches,Art Direction: Albert Brenner; Set Decoration: Garrett Lewis,FALSE
1988 (61st),Art Direction,Dangerous Liaisons,Art Direction: Stuart Craig; Set Decoration: Gerard James,TRUE
1988 (61st),Art Direction,Rain Man,Art Direction: Ida Random; Set Decoration: Linda DeScenna,FALSE
1988 (61st),Art Direction,Tucker The Man and His Dream,Art Direction: Dean Tavoularis; Set Decoration: Armin Ganz,FALSE
1988 (61st),Art Direction,Who Framed Roger Rabbit,Art Direction: Elliot Scott; Set Decoration: Peter Howitt,FALSE
1988 (61st),Cinematography,Mississippi Burning,Peter Biziou,TRUE
1988 (61st),Cinematography,Rain Man,John Seale,FALSE
1988 (61st),Cinematography,Tequila Sunrise,Conrad L. Hall,FALSE
1988 (61st),Cinematography,The Unbearable Lightness of Being,Sven Nykvist,FALSE
1988 (61st),Cinematography,Who Framed Roger Rabbit,Dean Cundey,FALSE
1988 (61st),Costume Design,Coming to America,Deborah Nadoolman,FALSE
1988 (61st),Costume Design,Dangerous Liaisons,James Acheson,TRUE
1988 (61st),Costume Design,A Handful of Dust,Jane Robinson,FALSE
1988 (61st),Costume Design,Sunset,Patricia Norris,FALSE
1988 (61st),Costume Design,Tucker The Man and His Dream,Milena Canonero,FALSE
1988 (61st),Directing,A Fish Called Wanda,Charles Crichton,FALSE
1988 (61st),Directing,The Last Temptation of Christ,Martin Scorsese,FALSE
1988 (61st),Directing,Mississippi Burning,Alan Parker,FALSE
1988 (61st),Directing,Rain Man,Barry Levinson,TRUE
1988 (61st),Directing,Working Girl,Mike Nichols,FALSE
1988 (61st),Documentary (Feature),The Cry of Reason - Beyers Naude: An Afrikaner Speaks Out,Robert Bilheimer and Ronald Mix, Producers
1988 (61st),Documentary (Feature),Hotel Terminus: The Life and Times of Klaus Barbie,Marcel Ophuls, Producer
1988 (61st),Documentary (Feature),Let's Get Lost,Bruce Weber and Nan Bush, Producers
1988 (61st),Documentary (Feature),Promises to Keep,Ginny Durrin, Producer
1988 (61st),Documentary (Feature),Who Killed Vincent Chin?,Renee Tajima and Christine Choy, Producers
1988 (61st),Documentary (Short Subject),The Children's Storefront,Karen Goodman, Producer
1988 (61st),Documentary (Short Subject),Family Gathering,Lise Yasui and Ann Tegnell, Producers
1988 (61st),Documentary (Short Subject),Gang Cops,Thomas B. Fleming and Daniel J. Marks, Producers
1988 (61st),Documentary (Short Subject),Portrait of Imogen,Nancy Hale and Meg Partridge, Producers
1988 (61st),Documentary (Short Subject),You Don't Have to Die,William Guttentag and Malcolm Clarke, Producers
1988 (61st),Film Editing,Die Hard,Frank J. Urioste, John F. Link
1988 (61st),Film Editing,Gorillas in the Mist,Stuart Baird,FALSE
1988 (61st),Film Editing,Mississippi Burning,Gerry Hambling,FALSE
1988 (61st),Film Editing,Rain Man,Stu Linder,FALSE
1988 (61st),Film Editing,Who Framed Roger Rabbit,Arthur Schmidt,TRUE
1988 (61st),Foreign Language Film,Hanussen,Hungary,FALSE
1988 (61st),Foreign Language Film,The Music Teacher,Belgium,FALSE
1988 (61st),Foreign Language Film,Pelle the Conqueror,Denmark,TRUE
1988 (61st),Foreign Language Film,Salaam Bombay!,India,FALSE
1988 (61st),Foreign Language Film,Women on the Verge of a Nervous Breakdown,Spain,FALSE
1988 (61st),Makeup,Beetlejuice,Ve Neill, Steve La Porte
1988 (61st),Makeup,Coming to America,Rick Baker,FALSE
1988 (61st),Makeup,Scrooged,Tom Burman, Bari Dreiband-Burman
1988 (61st),Music (Scoring),The Accidental Tourist,John Williams,FALSE
1988 (61st),Music (Scoring),Dangerous Liaisons,George Fenton,FALSE
1988 (61st),Music (Scoring),Gorillas in the Mist,Maurice Jarre,FALSE
1988 (61st),Music (Scoring),The Milagro Beanfield War,Dave Grusin,TRUE
1988 (61st),Music (Scoring),Rain Man,Hans Zimmer,FALSE
1988 (61st),Music (Song),Bagdad Cafe,Music and Lyric by Bob Telson,FALSE
1988 (61st),Music (Song),Working Girl,Music and Lyric by Carly Simon,TRUE
1988 (61st),Music (Song),Buster,Music by Lamont Dozier; Lyric by Phil Collins,FALSE
1988 (61st),Best Picture,The Accidental Tourist,Lawrence Kasdan, Charles Okun and Michael Grillo
1988 (61st),Best Picture,Dangerous Liaisons,Norma Heyman and Hank Moonjean, Producers
1988 (61st),Best Picture,Mississippi Burning,Frederick Zollo and Robert F. Colesberry, Producers
1988 (61st),Best Picture,Rain Man,Mark Johnson, Producer
1988 (61st),Best Picture,Working Girl,Douglas Wick, Producer
1988 (61st),Short Film (Animated),The Cat Came Back,Cordell Barker,FALSE
1988 (61st),Short Film (Animated),Technological Threat,Bill Kroyer, Brian Jennings
1988 (61st),Short Film (Animated),Tin Toy,John Lasseter, William Reeves
1988 (61st),Short Film (Live Action),The Appointments of Dennis Jennings,Dean Parisot, Steven Wright
1988 (61st),Short Film (Live Action),Cadillac Dreams,Matia Karrell, Abbee Goldstein
1988 (61st),Short Film (Live Action),Gullah Tales,George deGolian, Gary Moss
1988 (61st),Sound,Bird,Les Fresholtz, Dick Alexander
1988 (61st),Sound,Die Hard,Don Bassman, Kevin F. Cleary
1988 (61st),Sound,Gorillas in the Mist,Andy Nelson, Brian Saunders
1988 (61st),Sound,Mississippi Burning,Robert Litt, Elliot Tyson
1988 (61st),Sound,Who Framed Roger Rabbit,Robert Knudson, John Boyd
1988 (61st),Sound Editing,Die Hard,Stephen H. Flick, Richard Shorr
1988 (61st),Sound Editing,Who Framed Roger Rabbit,Charles L. Campbell, Louis L. Edemann
1988 (61st),Sound Editing,Willow,Ben Burtt, Richard Hymns
1988 (61st),Visual Effects,Die Hard,Richard Edlund, Al DiSarro
1988 (61st),Visual Effects,Who Framed Roger Rabbit,Ken Ralston, Richard Williams
1988 (61st),Visual Effects,Willow,Dennis Muren, Michael McAlister
1988 (61st),Writing,The Accidental Tourist,Frank Galati, Lawrence Kasdan
1988 (61st),Writing,Dangerous Liaisons,Christopher Hampton,TRUE
1988 (61st),Writing,Gorillas in the Mist,Screenplay by Anna Hamilton Phelan; Story by Anna Hamilton Phelan, Tab Murphy
1988 (61st),Writing,Little Dorrit,Christine Edzard,FALSE
1988 (61st),Writing,The Unbearable Lightness of Being,Jean-Claude Carriere, Philip Kaufman
1988 (61st),Writing,Big,Gary Ross, Anne Spielberg
1988 (61st),Writing,Bull Durham,Ron Shelton,FALSE
1988 (61st),Writing,A Fish Called Wanda,Screenplay by John Cleese; Story by John Cleese, Charles Crichton
1988 (61st),Writing,Rain Man,Screenplay by Ronald Bass, Barry Morrow; Story by Barry Morrow
1988 (61st),Writing,Running on Empty,Naomi Foner,FALSE
1988 (61st),Special Achievement Award,To Richard Williams for the animation direction of Who Framed Roger Rabbit.,,TRUE
1988 (61st),Honorary Award,To the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic, creative and technological activity and excellence in every area of film making.,
1988 (61st),Honorary Award,To Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.,,TRUE
1988 (61st),Scientific and Technical (Academy Award of Merit),To RAY DOLBY and IOAN ALLEN of Dolby Laboratories Incorporated for their continuous contributions to motion picture sound through the research and development programs of Dolby Laboratories. [Sound],,TRUE
1988 (61st),Scientific and Technical (Scientific and Engineering Award),To ROY W. EDWARDS and the ENGINEERING STAFF OF PHOTO-SONICS, INCORPORATED for the design and development of the Photo-Sonics 35mm-4ER High-Speed Motion Picture Camera with Reflex Viewing and Video Assist. [Camera],
1988 (61st),Scientific and Technical (Scientific and Engineering Award),To the ARNOLD & RICHTER ENGINEERING STAFF, OTTO BLASCHEK and ARRIFLEX CORPORATION for the concept and engineering of the Arriflex 35-3 Motion Picture Camera. [Camera],
1988 (61st),Scientific and Technical (Scientific and Engineering Award),To BILL TONDREAU of Tondreau Systems / to ALVAH MILLER and PAUL JOHNSON of Lynx Robotics / to PETER A. REGLA of Elicon / to DAN SLATER / to BUD ELAM, JOE PARKER and BILL BRYAN of Interactive Motion Control / and to JERRY JEFFRESS, RAY FEENEY
1988 (61st),Scientific and Technical (Technical Achievement Award),To GRANT LOUCKS of Alan Gordon Enterprises Incorporated for the design concept, and to GEOFFREY H. WILLIAMSON of Wilcam for the mechanical and electrical engineering, of the Image 300 35mm High-Speed Motion Picture Camera. [Camera]
1988 (61st),Scientific and Technical (Technical Achievement Award),To MICHAEL V. CHEWEY, III for the development of the motion picture industry's first paper tape reader incorporating microprocessor technology. [Laboratory],
1988 (61st),Scientific and Technical (Technical Achievement Award),To BHP, INC., successor to the Bell & Howell Professional Equipment Division
1988 (61st),Scientific and Technical (Technical Achievement Award),To HOLLYWOOD FILM COMPANY for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories. [Laboratory],,TRUE
1988 (61st),Scientific and Technical (Technical Achievement Award),To BRUCE W. KELLER and MANFRED G. MICHELSON of Technical Film Systems for the design and development of a high-speed light valve controller and constant current power supply for motion picture laboratories. [Laboratory],,TRUE
1988 (61st),Scientific and Technical (Technical Achievement Award),To DR. ANTAL LISZIEWICZ and GLENN M. BERGGREN of ISCO-OPTIC GmbH for the design and development of the Ultra-Star series of motion picture lenses. [Lenses and Filters],,TRUE
1988 (61st),Scientific and Technical (Technical Achievement Award),To JAMES K. BRANCH of Spectra Cine, Incorporated, and to WILLIAM L. BLOWERS and NASIR J. ZAIDI for the design and development of the Spectra CineSpot one-degree spotmeter for measuring the brightness of motion picture screens. [Photography]
1988 (61st),Scientific and Technical (Technical Achievement Award),To BOB BADAMI, DICK BERNSTEIN and BILL BERNSTEIN of Offbeat Systems for the design and development of the Streamline Scoring System, Mark IV
1988 (61st),Scientific and Technical (Technical Achievement Award),To GARY ZELLER of Zeller International Limited for the development of Zel-Jel fire protection barrier for motion picture stunt work. [Stage Operations],,TRUE
1988 (61st),Scientific and Technical (Technical Achievement Award),To EMANUEL TRILLING of Trilling Resources Limited for the development of Stunt-Gel fire protection barrier for motion picture stunt work. [Stage Operations],,TRUE
1988 (61st),Scientific and Technical (Technical Achievement Award),To PAUL A. ROOS for the invention of a method known as Video Assist, whereby a scene being photographed on motion picture film can be viewed on a monitor and/or recorded on video tape. [Systems],
1988 (61st),Scientific and Technical (Gordon E. Sawyer Award),Gordon Henry Cook,,TRUE
1988 (61st),Scientific and Technical (Special Awards),To Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.,,TRUE
1987 (60th),Actor -- Leading Role,Michael Douglas,Wall Street {'Gordon Gekko'},TRUE
1987 (60th),Actor -- Leading Role,William Hurt,Broadcast News {'Tom Grunick'},FALSE
1987 (60th),Actor -- Leading Role,Marcello Mastroianni,Dark Eyes {'Romano'},FALSE
1987 (60th),Actor -- Leading Role,Jack Nicholson,Ironweed {'Francis Phelan'},FALSE
1987 (60th),Actor -- Leading Role,Robin Williams,Good Morning, Vietnam {'Adrian Cronauer'}
1987 (60th),Actor -- Supporting Role,Albert Brooks,Broadcast News {'Aaron Altman'},FALSE
1987 (60th),Actor -- Supporting Role,Sean Connery,The Untouchables {'Jim Malone'},TRUE
1987 (60th),Actor -- Supporting Role,Morgan Freeman,Street Smart {'Fast Black'},FALSE
1987 (60th),Actor -- Supporting Role,Vincent Gardenia,Moonstruck {'Cosmo Castorini'},FALSE
1987 (60th),Actor -- Supporting Role,Denzel Washington,Cry Freedom {'Steve Biko'},FALSE
1987 (60th),Actress -- Leading Role,Cher,Moonstruck {'Loretta Castorini'},TRUE
1987 (60th),Actress -- Leading Role,Glenn Close,Fatal Attraction {'Alex Forrest'},FALSE
1987 (60th),Actress -- Leading Role,Holly Hunter,Broadcast News {'Jane Craig'},FALSE
1987 (60th),Actress -- Leading Role,Sally Kirkland,Anna {'Anna'},FALSE
1987 (60th),Actress -- Leading Role,Meryl Streep,Ironweed {'Helen'},FALSE
1987 (60th),Actress -- Supporting Role,Norma Aleandro,Gaby - A True Story {'Florencia'},FALSE
1987 (60th),Actress -- Supporting Role,Anne Archer,Fatal Attraction {'Beth Gallagher'},FALSE
1987 (60th),Actress -- Supporting Role,Olympia Dukakis,Moonstruck {'Rose Castorini'},TRUE
1987 (60th),Actress -- Supporting Role,Anne Ramsey,Throw Momma from the Train {'Momma'},FALSE
1987 (60th),Actress -- Supporting Role,Ann Sothern,The Whales of August {'Tisha Doughty'},FALSE
1987 (60th),Art Direction,Empire of the Sun,Art Direction: Norman Reynolds; Set Decoration: Harry Cordwell,FALSE
1987 (60th),Art Direction,Hope and Glory,Art Direction: Anthony Pratt; Set Decoration: Joan Woollard,FALSE
1987 (60th),Art Direction,The Last Emperor,Art Direction: Ferdinando Scarfiotti; Set Decoration: Bruno Cesari, Osvaldo Desideri
1987 (60th),Art Direction,Radio Days,Art Direction: Santo Loquasto; Set Decoration: Carol Joffe, Les Bloom
1987 (60th),Art Direction,The Untouchables,Art Direction: Patrizia Von Brandenstein, William A. Elliott; Set Decoration: Hal Gausman
1987 (60th),Cinematography,Broadcast News,Michael Ballhaus,FALSE
1987 (60th),Cinematography,Empire of the Sun,Allen Daviau,FALSE
1987 (60th),Cinematography,Hope and Glory,Philippe Rousselot,FALSE
1987 (60th),Cinematography,The Last Emperor,Vittorio Storaro,TRUE
1987 (60th),Cinematography,Matewan,Haskell Wexler,FALSE
1987 (60th),Costume Design,The Dead,Dorothy Jeakins,FALSE
1987 (60th),Costume Design,Empire of the Sun,Bob Ringwood,FALSE
1987 (60th),Costume Design,The Last Emperor,James Acheson,TRUE
1987 (60th),Costume Design,Maurice,Jenny Beavan, John Bright
1987 (60th),Costume Design,The Untouchables,Marilyn Vance-Straker,FALSE
1987 (60th),Directing,Fatal Attraction,Adrian Lyne,FALSE
1987 (60th),Directing,Hope and Glory,John Boorman,FALSE
1987 (60th),Directing,The Last Emperor,Bernardo Bertolucci,TRUE
1987 (60th),Directing,Moonstruck,Norman Jewison,FALSE
1987 (60th),Directing,My Life as a Dog,Lasse Hallstrom,FALSE
1987 (60th),Documentary (Feature),Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,Callie Crossley and James A. DeVinney, Producers
1987 (60th),Documentary (Feature),Hellfire: A Journey from Hiroshima,John Junkerman and John W. Dower, Producers
1987 (60th),Documentary (Feature),Radio Bikini,Robert Stone, Producer
1987 (60th),Documentary (Feature),A Stitch for Time,Barbara Herbich and Cyril Christo, Producers
1987 (60th),Documentary (Feature),The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,Aviva Slesin, Producer
1987 (60th),Documentary (Short Subject),Frances Steloff: Memoirs of a Bookseller,Deborah Dickson, Producer
1987 (60th),Documentary (Short Subject),In the Wee Wee Hours...,Dr. Frank Daniel and Izak Ben-Meir, Producers
1987 (60th),Documentary (Short Subject),Language Says It All,Megan Williams, Producer
1987 (60th),Documentary (Short Subject),Silver into Gold,Lynn Mueller, Producer
1987 (60th),Documentary (Short Subject),Young at Heart,Sue Marx and Pamela Conn, Producers
1987 (60th),Film Editing,Broadcast News,Richard Marks,FALSE
1987 (60th),Film Editing,Empire of the Sun,Michael Kahn,FALSE
1987 (60th),Film Editing,Fatal Attraction,Michael Kahn, Peter E. Berger
1987 (60th),Film Editing,The Last Emperor,Gabriella Cristiani,TRUE
1987 (60th),Film Editing,RoboCop,Frank J. Urioste,FALSE
1987 (60th),Foreign Language Film,Au Revoir Les Enfants (Goodbye, Children),France
1987 (60th),Foreign Language Film,Babette's Feast,Denmark,TRUE
1987 (60th),Foreign Language Film,Course Completed,Spain,FALSE
1987 (60th),Foreign Language Film,The Family,Italy,FALSE
1987 (60th),Foreign Language Film,Pathfinder,Norway,FALSE
1987 (60th),Makeup,Happy New Year,Bob Laden,FALSE
1987 (60th),Makeup,Harry and the Hendersons,Rick Baker,TRUE
