Year,Category,Nominee,Additional Info,Won?
1987 (60th),Music (Scoring),Cry Freedom,George Fenton, Jonas Gwangwa
1987 (60th),Music (Scoring),Empire of the Sun,John Williams,FALSE
1987 (60th),Music (Scoring),The Last Emperor,Ryuichi Sakamoto, David Byrne
1987 (60th),Music (Scoring),The Untouchables,Ennio Morricone,FALSE
1987 (60th),Music (Scoring),The Witches of Eastwick,John Williams,FALSE
1987 (60th),Music (Song),Cry Freedom,Music and Lyric by George Fenton and Jonas Gwangwa,FALSE
1987 (60th),Music (Song),Dirty Dancing,Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte
1987 (60th),Music (Song),Mannequin,Music and Lyric by Albert Hammond and Diane Warren,FALSE
1987 (60th),Music (Song),Beverly Hills Cop II,Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger
1987 (60th),Music (Song),The Princess Bride,Music and Lyric by Willy DeVille,FALSE
1987 (60th),Best Picture,Broadcast News,James L. Brooks, Producer
1987 (60th),Best Picture,Fatal Attraction,Stanley R. Jaffe and Sherry Lansing, Producers
1987 (60th),Best Picture,Hope and Glory,John Boorman, Producer
1987 (60th),Best Picture,The Last Emperor,Jeremy Thomas, Producer
1987 (60th),Best Picture,Moonstruck,Patrick Palmer and Norman Jewison, Producers
1987 (60th),Short Film (Animated),George and Rosemary,Eunice Macaulay, Producer
1987 (60th),Short Film (Animated),The Man Who Planted Trees,Frederic Back, Producer
1987 (60th),Short Film (Animated),Your Face,Bill Plympton, Producer
1987 (60th),Short Film (Live Action),Making Waves,Ann Wingate, Producer
1987 (60th),Short Film (Live Action),Ray's Male Heterosexual Dance Hall,Jonathan Sanger and Jana Sue Memel, Producers
1987 (60th),Short Film (Live Action),Shoeshine,Robert A. Katz, Producer
1987 (60th),Sound,Empire of the Sun,Robert Knudson, Don Digirolamo
1987 (60th),Sound,The Last Emperor,Bill Rowe, Ivan Sharrock
1987 (60th),Sound,Lethal Weapon,Les Fresholtz, Dick Alexander
1987 (60th),Sound,RoboCop,Michael J. Kohut, Carlos de Larios
1987 (60th),Sound,The Witches of Eastwick,Wayne Artman, Tom Beckert
1987 (60th),Sound Editing,RoboCop,Stephen Flick, John Pospisil
1987 (60th),Visual Effects,Innerspace,Dennis Muren, William George
1987 (60th),Visual Effects,Predator,Joel Hynek, Robert M. Greenberg
1987 (60th),Writing,The Dead,Tony Huston,FALSE
1987 (60th),Writing,Fatal Attraction,James Dearden,FALSE
1987 (60th),Writing,Full Metal Jacket,Stanley Kubrick, Michael Herr
1987 (60th),Writing,The Last Emperor,Mark Peploe, Bernardo Bertolucci
1987 (60th),Writing,My Life as a Dog,Lasse Hallstrom, Reidar Jonsson
1987 (60th),Writing,Au Revoir Les Enfants (Goodbye, Children),Louis Malle
1987 (60th),Writing,Broadcast News,James L. Brooks,FALSE
1987 (60th),Writing,Hope and Glory,John Boorman,FALSE
1987 (60th),Writing,Moonstruck,John Patrick Shanley,TRUE
1987 (60th),Writing,Radio Days,Woody Allen,FALSE
1987 (60th),Special Achievement Award,RoboCop,Stephen Flick, John Pospisil
1987 (60th),Irving G. Thalberg Memorial Award,Billy Wilder,,TRUE
1987 (60th),Scientific and Technical (Academy Award of Merit),To BERNHARD KoHL and WERNER BLOCK and to the OSRAM GmbH RESEARCH AND DEVELOPMENT DEPARTMENT for the invention and the continuing improvement of the OSRAM HMI light source for motion picture photography. [Lighting],,TRUE
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To WILLI BURTH and KINOTONE CORPORATION for the invention and development of the Non-rewind Platter System for motion picture presentations. [Projection],,TRUE
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To MONTAGE GROUP, LTD. for the development, and to RONALD C. BARKER and CHESTER L. SCHULER for the invention
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To COLIN F. MOSSMAN and RANK FILM LABORATORIES' DEVELOPMENT GROUP for creating a fully-automated, film handling system for improving productivity of high speed film processing. [Laboratory],
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To EASTMAN KODAK COMPANY for the development of Eastman Color High Speed Daylight Negative Film 5297/7297. [Film],,TRUE
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To EASTMAN KODAK COMPANY for the development of Eastman Color High Speed SA Negative Film 5295 for blue-screen traveling matte photography. [Film],,TRUE
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To FRITZ GABRIEL BAUER for the invention and development of the improved features of the Moviecam Camera System. [Camera],,TRUE
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To ZORAN PERISIC of Courier Films Ltd. for the Zoptic dual-zoom front projection system for visual effects photography. [Special Photographic],,TRUE
1987 (60th),Scientific and Technical (Scientific and Engineering Award),To the CARL ZEISS COMPANY for the design and development of a series of super-speed lenses for motion picture photography. [Lenses and Filters],,TRUE
1987 (60th),Scientific and Technical (Technical Achievement Award),To IOAN ALLEN of Dolby Laboratories, Inc., for the Cat. 43 playback-only noise reduction unit and its practical application to motion picture sound recordings. [Sound]
1987 (60th),Scientific and Technical (Technical Achievement Award),To JOHN EPPOLITO, WALLY GENTLEMAN, WILLIAM MESA
1987 (60th),Scientific and Technical (Technical Achievement Award),To JAN JACOBSEN for the application of a dual screen, front projection system to motion picture special effects photography. [Special Photographic],
1987 (60th),Scientific and Technical (Technical Achievement Award),To THAINE MORRIS and DAVID PIER for the development of DSC Spark Devices for motion picture special effects. [Stage Operations],,TRUE
1987 (60th),Scientific and Technical (Technical Achievement Award),To TADEUZ KRZANOWSKI of Industrial Light and Magic, Inc., for the development of a Wire Rig Model Support Mechanism used to control the movements of miniatures in special effects. [Stage Operations]
1987 (60th),Scientific and Technical (Technical Achievement Award),To DAN C. NORRIS and TIM COOK of Norris Film Products for the development of a single-frame exposure system for motion picture photography. [Camera],,TRUE
1987 (60th),Scientific and Technical (Gordon E. Sawyer Award),Fred Hynes,,TRUE
1986 (59th),Actor -- Leading Role,Dexter Gordon,'Round Midnight {'Dale Turner'},FALSE
1986 (59th),Actor -- Leading Role,Bob Hoskins,Mona Lisa {'George'},FALSE
1986 (59th),Actor -- Leading Role,William Hurt,Children of a Lesser God {'James'},FALSE
1986 (59th),Actor -- Leading Role,Paul Newman,The Color of Money {'Eddie Felson'},TRUE
1986 (59th),Actor -- Leading Role,James Woods,Salvador {'Richard Boyle'},FALSE
1986 (59th),Actor -- Supporting Role,Tom Berenger,Platoon {'Sgt. Barnes'},FALSE
1986 (59th),Actor -- Supporting Role,Michael Caine,Hannah and Her Sisters {'Elliot'},TRUE
1986 (59th),Actor -- Supporting Role,Willem Dafoe,Platoon {'Sgt. Elias'},FALSE
1986 (59th),Actor -- Supporting Role,Denholm Elliott,A Room with a View {'Mr. Emerson'},FALSE
1986 (59th),Actor -- Supporting Role,Dennis Hopper,Hoosiers {'Shooter'},FALSE
1986 (59th),Actress -- Leading Role,Jane Fonda,The Morning After {'Alex Sternbergen'},FALSE
1986 (59th),Actress -- Leading Role,Marlee Matlin,Children of a Lesser God {'Sarah'},TRUE
1986 (59th),Actress -- Leading Role,Sissy Spacek,Crimes of the Heart {'Babe Magrath'},FALSE
1986 (59th),Actress -- Leading Role,Kathleen Turner,Peggy Sue Got Married {'Peggy Sue'},FALSE
1986 (59th),Actress -- Leading Role,Sigourney Weaver,Aliens {'Ripley'},FALSE
1986 (59th),Actress -- Supporting Role,Tess Harper,Crimes of the Heart {'Chick Boyle'},FALSE
1986 (59th),Actress -- Supporting Role,Piper Laurie,Children of a Lesser God {'Mrs. Norman'},FALSE
1986 (59th),Actress -- Supporting Role,Mary Elizabeth Mastrantonio,The Color of Money {'Carmen'},FALSE
1986 (59th),Actress -- Supporting Role,Maggie Smith,A Room with a View {'Charlotte Bartlett'},FALSE
1986 (59th),Actress -- Supporting Role,Dianne Wiest,Hannah and Her Sisters {'Holly'},TRUE
1986 (59th),Art Direction,Aliens,Art Direction: Peter Lamont; Set Decoration: Crispian Sallis,FALSE
1986 (59th),Art Direction,The Color of Money,Art Direction: Boris Leven; Set Decoration: Karen A. O'Hara,FALSE
1986 (59th),Art Direction,Hannah and Her Sisters,Art Direction: Stuart Wurtzel; Set Decoration: Carol Joffe,FALSE
1986 (59th),Art Direction,The Mission,Art Direction: Stuart Craig; Set Decoration: Jack Stephens,FALSE
1986 (59th),Art Direction,A Room with a View,Art Direction: Gianni Quaranta, Brian Ackland-Snow; Set Decoration: Brian Savegar
1986 (59th),Cinematography,The Mission,Chris Menges,TRUE
1986 (59th),Cinematography,Peggy Sue Got Married,Jordan Cronenweth,FALSE
1986 (59th),Cinematography,Platoon,Robert Richardson,FALSE
1986 (59th),Cinematography,A Room with a View,Tony Pierce-Roberts,FALSE
1986 (59th),Cinematography,Star Trek IV: The Voyage Home,Don Peterman,FALSE
1986 (59th),Costume Design,The Mission,Enrico Sabbatini,FALSE
1986 (59th),Costume Design,Otello,Anna Anni, Maurizio Millenotti
1986 (59th),Costume Design,Peggy Sue Got Married,Theadora Van Runkle,FALSE
1986 (59th),Costume Design,Pirates,Anthony Powell,FALSE
1986 (59th),Costume Design,A Room with a View,Jenny Beavan, John Bright
1986 (59th),Directing,Blue Velvet,David Lynch,FALSE
1986 (59th),Directing,Hannah and Her Sisters,Woody Allen,FALSE
1986 (59th),Directing,The Mission,Roland Joffe,FALSE
1986 (59th),Directing,Platoon,Oliver Stone,TRUE
1986 (59th),Directing,A Room with a View,James Ivory,FALSE
1986 (59th),Documentary (Feature),Artie Shaw: Time Is All You've Got,Brigitte Berman, Producer
1986 (59th),Documentary (Feature),Chile: Hasta Cuando?,David Bradbury, Producer
1986 (59th),Documentary (Feature),Down and Out in America,Joseph Feury and Milton Justice, Producers
1986 (59th),Documentary (Feature),Isaac in America: A Journey with Isaac Bashevis Singer,Kirk Simon and Amram Nowak, Producers
1986 (59th),Documentary (Feature),Witness to Apartheid,Sharon I. Sopher, Producer
1986 (59th),Documentary (Short Subject),Debonair Dancers,Alison Nigh-Strelich, Producer
1986 (59th),Documentary (Short Subject),The Masters of Disaster,Sonya Friedman, Producer
1986 (59th),Documentary (Short Subject),Red Grooms: Sunflower in a Hothouse,Thomas L. Neff and Madeline Bell, Producers
1986 (59th),Documentary (Short Subject),Sam,Aaron D. Weisblatt, Producer
1986 (59th),Documentary (Short Subject),Women--for America, for the World,Vivienne Verdon-Roe
1986 (59th),Film Editing,Aliens,Ray Lovejoy,FALSE
1986 (59th),Film Editing,Hannah and Her Sisters,Susan E. Morse,FALSE
1986 (59th),Film Editing,The Mission,Jim Clark,FALSE
1986 (59th),Film Editing,Platoon,Claire Simpson,TRUE
1986 (59th),Film Editing,Top Gun,Billy Weber, Chris Lebenzon
1986 (59th),Foreign Language Film,The Assault,The Netherlands,TRUE
1986 (59th),Foreign Language Film,Betty Blue,France,FALSE
1986 (59th),Foreign Language Film,The Decline of the American Empire,Canada,FALSE
1986 (59th),Foreign Language Film,My Sweet Little Village,Czechoslovakia,FALSE
1986 (59th),Foreign Language Film,'38',Austria,FALSE
1986 (59th),Makeup,The Clan of the Cave Bear,Michael G. Westmore, Michele Burke
1986 (59th),Makeup,The Fly,Chris Walas, Stephan Dupuis
1986 (59th),Makeup,Legend,Rob Bottin, Peter Robb-King
1986 (59th),Music (Scoring),Aliens,James Horner,FALSE
1986 (59th),Music (Scoring),Hoosiers,Jerry Goldsmith,FALSE
1986 (59th),Music (Scoring),The Mission,Ennio Morricone,FALSE
1986 (59th),Music (Scoring),'Round Midnight,Herbie Hancock,TRUE
1986 (59th),Music (Scoring),Star Trek IV: The Voyage Home,Leonard Rosenman,FALSE
1986 (59th),Music (Song),The Karate Kid Part II,Music by Peter Cetera and David Foster; Lyric by Peter Cetera and Diane Nini,FALSE
1986 (59th),Music (Song),That's Life,Music by Henry Mancini; Lyric by Leslie Bricusse,FALSE
1986 (59th),Music (Song),Little Shop of Horrors,Music by Alan Menken; Lyric by Howard Ashman,FALSE
1986 (59th),Music (Song),An American Tail,Music by James Horner and Barry Mann; Lyric by Cynthia Weil,FALSE
1986 (59th),Music (Song),Top Gun,Music by Giorgio Moroder; Lyric by Tom Whitlock,TRUE
1986 (59th),Best Picture,Children of a Lesser God,Burt Sugarman and Patrick Palmer, Producers
1986 (59th),Best Picture,Hannah and Her Sisters,Robert Greenhut, Producer
1986 (59th),Best Picture,The Mission,Fernando Ghia and David Puttnam, Producers
1986 (59th),Best Picture,Platoon,Arnold Kopelson, Producer
1986 (59th),Best Picture,A Room with a View,Ismail Merchant, Producer
1986 (59th),Short Film (Animated),The Frog, the Dog and the Devil,Bob Stenhouse
1986 (59th),Short Film (Animated),A Greek Tragedy,Linda Van Tulden and Willem Thijssen, Producers
1986 (59th),Short Film (Animated),Luxo Jr.,John Lasseter and William Reeves, Producers
1986 (59th),Short Film (Live Action),Exit,Stefano Reali and Pino Quartullo, Producers
1986 (59th),Short Film (Live Action),Love Struck,Fredda Weiss, Producer
1986 (59th),Short Film (Live Action),Precious Images,Chuck Workman, Producer
1986 (59th),Sound,Aliens,Graham V. Hartstone, Nicolas Le Messurier
1986 (59th),Sound,Heartbreak Ridge,Les Fresholtz, Dick Alexander
1986 (59th),Sound,Platoon,John K. Wilkinson, Richard Rogers
1986 (59th),Sound,Star Trek IV: The Voyage Home,Terry Porter, Dave Hudson
1986 (59th),Sound,Top Gun,Donald O. Mitchell, Kevin O'Connell
1986 (59th),Sound Editing,Aliens,Don Sharpe,TRUE
1986 (59th),Sound Editing,Star Trek IV: The Voyage Home,Mark Mangini,FALSE
1986 (59th),Sound Editing,Top Gun,Cecelia Hall, George Watters II
1986 (59th),Visual Effects,Aliens,Robert Skotak, Stan Winston
1986 (59th),Visual Effects,Little Shop of Horrors,Lyle Conway, Bran Ferren
1986 (59th),Visual Effects,Poltergeist II: The Other Side,Richard Edlund, John Bruno
1986 (59th),Writing,Children of a Lesser God,Hesper Anderson, Mark Medoff
1986 (59th),Writing,The Color of Money,Richard Price,FALSE
1986 (59th),Writing,Crimes of the Heart,Beth Henley,FALSE
1986 (59th),Writing,A Room with a View,Ruth Prawer Jhabvala,TRUE
1986 (59th),Writing,Stand by Me,Raynold Gideon, Bruce A. Evans
1986 (59th),Writing,'Crocodile' Dundee,Screenplay by Paul Hogan, Ken Shadie
1986 (59th),Writing,Hannah and Her Sisters,Woody Allen,TRUE
1986 (59th),Writing,My Beautiful Laundrette,Hanif Kureishi,FALSE
1986 (59th),Writing,Platoon,Oliver Stone,FALSE
1986 (59th),Writing,Salvador,Oliver Stone, Richard Boyle
1986 (59th),Honorary Award,To Ralph Bellamy for his unique artistry and his distinguished service to the profession of acting.,,TRUE
1986 (59th),Irving G. Thalberg Memorial Award,Steven Spielberg,,TRUE
1986 (59th),Scientific and Technical (Scientific and Engineering Award),To BRAN FERREN, CHARLES HARRISON and KENNETH WISNER of Associates and Ferren for the concept and design of an advanced optical printer. [Special Photographic],
1986 (59th),Scientific and Technical (Scientific and Engineering Award),To RICHARD BENJAMIN GRANT and RON GRANT of Auricle Control Systems for their invention of the Film Composer's Time Processor. [Editorial],,TRUE
1986 (59th),Scientific and Technical (Scientific and Engineering Award),To ANTHONY D. BRUNO and JOHN L. BAPTISTA of Metro-Goldwyn-Mayer Laboratories Incorporated and to MANFRED G. MICHELSON and BRUCE W. KELLER of Technical Film Systems, Incorporated, for the design and engineering of a Continuous-Feed Printer. [Laboratory]
1986 (59th),Scientific and Technical (Scientific and Engineering Award),To ROBERT GREENBERG, JOEL HYNEK and EUGENE MAMUT of R/Greenberg Associates, Incorporated
1986 (59th),Scientific and Technical (Scientific and Engineering Award),To PROFESSOR FRITZ SENNHEISER of Sennheiser Electronic Corporation for the invention of an interference tube directional microphone. [Sound],,TRUE
1986 (59th),Scientific and Technical (Scientific and Engineering Award),To RICHARD EDLUND, GENE WHITEMAN, DAVID GRAFTON
1986 (59th),Scientific and Technical (Scientific and Engineering Award),To WILLIAM L. FREDRICK and HAL NEEDHAM for the design and development of the Shotmaker Elite camera car and crane. [Camera Cranes],,TRUE
1986 (59th),Scientific and Technical (Technical Achievement Award),To LEE ELECTRIC (LIGHTING) LIMITED for the design and development of an electronic, flicker-free, discharge lamp control system. [Lighting]
1986 (59th),Scientific and Technical (Technical Achievement Award),To PETER D. PARKS of Oxford Scientific Films' Image Quest Division for the development of a live aero-compositor for special effects photography. [Special Photographic],,TRUE
1986 (59th),Scientific and Technical (Technical Achievement Award),To MATT SWEENEY and LUCINDA STRUB for the development of an automatic capsule gun for simulating bullet hits for motion picture special effects. [Stage Operations],,TRUE
1986 (59th),Scientific and Technical (Technical Achievement Award),To CARL HOLMES of Carl E. Holmes Company and to ALEXANDER BRYCE of The Burbank Studios for the development of a mobile DC power supply unit for motion picture production photography. [Lighting],,TRUE
1986 (59th),Scientific and Technical (Technical Achievement Award),To BRAN FERREN of Associates and Ferren for the development of a laser synchro-cue system for applications in the motion picture industry. [Special Photographic],,TRUE
1986 (59th),Scientific and Technical (Technical Achievement Award),To JOHN L. BAPTISTA of Metro-Goldwyn-Mayer Laboratories, Inc. for the development and installation of a computerized silver recovery operation. [Laboratory],
1986 (59th),Scientific and Technical (Technical Achievement Award),To DAVID W. SAMUELSON for the development of programs incorporated into a pocket computer for motion picture cinematographers, and to WILLIAM B. POLLARD for contributing new algorithms on which the programs are based. [Photography],
